,Country or Area,Year,Sex,Educational attainment,Education by Sex,Literacy,Literacy by Sex,Marital status,Employment Status By Marital Status and Sex
51,Aruba,2000,Male,Primary education or less,0.2021193513314858,Literate,0.4610212947795741,,
52,Australia,2001,Female,Bachelor or equivalent,0.1203593643876239,,,,
53,Australia,2001,Female,High school or equivalent,0.3234589194435955,,,,
54,Australia,2001,Female,Middle school or equivalent,0.0543008735224651,,,,
55,Australia,2001,Female,No education,0.0061173701830441,,,,
56,Australia,2001,Male,Bachelor or equivalent,0.1040597951508071,,,,
57,Australia,2001,Male,High school or equivalent,0.3443994343987454,,,,
58,Australia,2001,Male,Middle school or equivalent,0.0426588156641361,,,,
59,Australia,2001,Male,No education,0.0046454272495826,,,,
60,Australia,2006,Female,Bachelor or equivalent,0.1451035508451212,,,,
61,Australia,2006,Female,High school or equivalent,0.3153938709453902,,,,
62,Australia,2006,Female,Middle school or equivalent,0.0428296042827777,,,,
63,Australia,2006,Female,No education,0.0052865939246233,,,,
64,Australia,2006,Male,Bachelor or equivalent,0.1189578285795479,,,,
65,Australia,2006,Male,High school or equivalent,0.3357433362267596,,,,
66,Australia,2006,Male,Middle school or equivalent,0.0328471373352274,,,,
67,Australia,2006,Male,No education,0.0038380778605524,,,,
68,Australia,2011,Female,Bachelor or equivalent,0.1689223728476905,,,,
69,Australia,2011,Female,High school or equivalent,0.3036330424458094,,,,
70,Australia,2011,Female,Middle school or equivalent,0.0318654495232126,,,,
71,Australia,2011,Female,No education,0.0048540052966072,,,,
72,Australia,2011,Male,Bachelor or equivalent,0.1352783589887612,,,,
73,Australia,2011,Male,High school or equivalent,0.3266208086741894,,,,
74,Australia,2011,Male,Middle school or equivalent,0.0252957824854381,,,,
75,Australia,2011,Male,No education,0.0035301797382912,,,,
76,Austria,2011,Female,Bachelor or equivalent,0.0651725267449559,,,,
77,Austria,2011,Female,High school or equivalent,0.2764679234763215,,,,
78,Austria,2011,Female,Middle school or equivalent,0.1208145799212461,,,,
79,Austria,2011,Female,No education,0.0,,,,
80,Austria,2011,Female,Primary education or less,0.0545644492455657,,,,
81,Austria,2011,Male,Bachelor or equivalent,0.083276161271213,,,,
82,Austria,2011,Male,High school or equivalent,0.2918180994529045,,,,
83,Austria,2011,Male,Middle school or equivalent,0.0848028713802836,,,,
84,Austria,2011,Male,No education,0.0,,,,
85,Austria,2011,Male,Primary education or less,0.0230833885075094,,,,
86,Azerbaijan,1999,Female,High school or equivalent,0.0444109764397954,Literate,0.511170928539841,,
87,Azerbaijan,1999,Female,Middle school or equivalent,0.4395222293749066,Literate,0.511170928539841,,
88,Azerbaijan,1999,Female,Primary education or less,0.0405559049918563,Literate,0.511170928539841,,
89,Azerbaijan,1999,Male,High school or equivalent,0.0613865714396386,Literate,0.478445006241131,,
90,Azerbaijan,1999,Male,Middle school or equivalent,0.3993274837081729,Literate,0.478445006241131,,
91,Azerbaijan,1999,Male,Primary education or less,0.01479683404563,Literate,0.478445006241131,,
92,Azerbaijan,2009,Female,Bachelor or equivalent,0.1018118783459452,Literate,0.5084766765418297,,
93,Azerbaijan,2009,Female,High school or equivalent,0.3197175866875401,Literate,0.5084766765418297,,
94,Azerbaijan,2009,Female,Middle school or equivalent,0.0736772326277193,Literate,0.5084766765418297,,
95,Azerbaijan,2009,Female,No education,0.0016887682778499,Literate,0.5084766765418297,,
96,Azerbaijan,2009,Female,Primary education or less,0.016859420731617,Literate,0.5084766765418297,,
97,Azerbaijan,2009,Male,Bachelor or equivalent,0.106608583967873,Literate,0.4892627877423175,,
98,Azerbaijan,2009,Male,High school or equivalent,0.3109714449748305,Literate,0.4892627877423175,,
99,Azerbaijan,2009,Male,Middle school or equivalent,0.0604270676424717,Literate,0.4892627877423175,,
100,Azerbaijan,2009,Male,No education,0.0007283025903423,Literate,0.4892627877423175,,
101,Azerbaijan,2009,Male,Primary education or less,0.0075097141538106,Literate,0.4892627877423175,,
102,Azerbaijan,2019,Female,Bachelor or equivalent,0.0853914464444227,Literate,0.5078355899320972,,
103,Azerbaijan,2019,Female,Doctoral degree or equivalent,0.0012497757282228,Literate,0.5078355899320972,,
104,Azerbaijan,2019,Female,High school or equivalent,0.3178128545521024,Literate,0.5078355899320972,,
105,Azerbaijan,2019,Female,Master degree or equivalent,0.040268749512879,Literate,0.5078355899320972,,
106,Azerbaijan,2019,Female,Middle school or equivalent,0.0531862807919265,Literate,0.5078355899320972,,
107,Azerbaijan,2019,Female,No education,0.0023908809918488,Literate,0.5078355899320972,,
108,Azerbaijan,2019,Female,Primary education or less,0.0133367821930039,Literate,0.5078355899320972,,
109,Azerbaijan,2019,Male,Bachelor or equivalent,0.0791838913494125,Literate,0.490024036163841,,
110,Azerbaijan,2019,Male,Doctoral degree or equivalent,0.0015638869869014,Literate,0.490024036163841,,
111,Azerbaijan,2019,Male,High school or equivalent,0.3058893114817211,Literate,0.490024036163841,,
112,Azerbaijan,2019,Male,Master degree or equivalent,0.0417346892338562,Literate,0.490024036163841,,
113,Azerbaijan,2019,Male,Middle school or equivalent,0.0459619833837498,Literate,0.490024036163841,,
114,Azerbaijan,2019,Male,No education,0.0014051313382604,Literate,0.490024036163841,,
115,Azerbaijan,2019,Male,Primary education or less,0.0106243360116919,Literate,0.490024036163841,,
116,Bahamas,2010,Female,Bachelor or equivalent,0.1295075580182683,,,,
117,Bahamas,2010,Female,High school or equivalent,0.3100971660875006,,,,
118,Bahamas,2010,Female,Middle school or equivalent,0.0383272793101955,,,,
119,Bahamas,2010,Female,No education,0.0083352682594716,,,,
120,Bahamas,2010,Female,Primary education or less,0.0369498742625963,,,,
121,Bahamas,2010,Male,Bachelor or equivalent,0.0768316535550824,,,,
122,Bahamas,2010,Male,High school or equivalent,0.3166772267720316,,,,
123,Bahamas,2010,Male,Middle school or equivalent,0.0423217539482331,,,,
124,Bahamas,2010,Male,No education,0.0084690733212384,,,,
125,Bahamas,2010,Male,Primary education or less,0.0324831464653818,,,,
126,Bahrain,2001,Female,Bachelor or equivalent,0.0226645852519035,Literate,0.4253133347031025,,
127,Bahrain,2001,Female,High school or equivalent,0.0945239325262235,Literate,0.4253133347031025,,
128,Bahrain,2001,Female,Middle school or equivalent,0.1136036926394285,Literate,0.4253133347031025,,
129,Bahrain,2001,Female,No education,0.0347757238157274,Literate,0.4253133347031025,,
130,Bahrain,2001,Female,Primary education or less,0.1522955459221491,Literate,0.4253133347031025,,
131,Bahrain,2001,Male,Bachelor or equivalent,0.0305080748410862,Literate,0.4711190688178566,,
132,Bahrain,2001,Male,High school or equivalent,0.121070955279531,Literate,0.4711190688178566,,
133,Bahrain,2001,Male,Middle school or equivalent,0.1636003234428696,Literate,0.4711190688178566,,
134,Bahrain,2001,Male,No education,0.0361099256530626,Literate,0.4711190688178566,,
135,Bahrain,2001,Male,Primary education or less,0.2308472406280182,Literate,0.4711190688178566,,
136,Bahrain,2010,Female,Bachelor or equivalent,0.031926353733541,Literate,0.3203934854186027,,
137,Bahrain,2010,Female,High school or equivalent,0.1214881669607234,Literate,0.3203934854186027,,
138,Bahrain,2010,Female,Middle school or equivalent,0.0598294842471049,Literate,0.3203934854186027,,
139,Bahrain,2010,Female,No education,0.0293330468771376,Literate,0.3203934854186027,,
140,Bahrain,2010,Female,Primary education or less,0.1071494804772333,Literate,0.3203934854186027,,
141,Bahrain,2010,Male,Bachelor or equivalent,0.0510391975443137,Literate,0.625174432568448,,
142,Bahrain,2010,Male,High school or equivalent,0.199599501809437,Literate,0.625174432568448,,
143,Bahrain,2010,Male,Middle school or equivalent,0.1138906595349883,Literate,0.625174432568448,,
144,Bahrain,2010,Male,No education,0.0250990351358116,Literate,0.625174432568448,,
145,Bahrain,2010,Male,Primary education or less,0.2606450736797088,Literate,0.625174432568448,,
146,Belarus,1999,Female,High school or equivalent,0.0976194797478689,Literate,0.5376370144765412,,
147,Belarus,1999,Female,Middle school or equivalent,0.3034171351259654,Literate,0.5376370144765412,,
148,Belarus,1999,Female,Primary education or less,0.1220020033232804,Literate,0.5376370144765412,,
149,Belarus,1999,Male,High school or equivalent,0.083955360459627,Literate,0.4582703280351741,,
150,Belarus,1999,Male,Middle school or equivalent,0.3300911619419196,Literate,0.4582703280351741,,
151,Belarus,1999,Male,Primary education or less,0.0629148594013385,Literate,0.4582703280351741,,
152,Belarus,2009,Female,Bachelor or equivalent,0.2736046519889247,Literate,0.5378085716335895,,
153,Belarus,2009,Female,High school or equivalent,0.1687728874526011,Literate,0.5378085716335895,,
154,Belarus,2009,Female,Middle school or equivalent,0.0510626172284157,Literate,0.5378085716335895,,
155,Belarus,2009,Female,No education,0.0064994529340597,Literate,0.5378085716335895,,
156,Belarus,2009,Female,Primary education or less,0.0437499238776521,Literate,0.5378085716335895,,
157,Belarus,2009,Male,Bachelor or equivalent,0.1984703721672337,Literate,0.4584892096586639,,
158,Belarus,2009,Male,High school or equivalent,0.1880010119197447,Literate,0.4584892096586639,,
159,Belarus,2009,Male,Middle school or equivalent,0.0491236541568891,Literate,0.4584892096586639,,
160,Belarus,2009,Male,No education,0.0018910059923512,Literate,0.4584892096586639,,
161,Belarus,2009,Male,Primary education or less,0.0188244222821276,Literate,0.4584892096586639,,
162,Belarus,2019,Female,Bachelor or equivalent,0.3275145164566897,Literate,0.5439349481419178,,
163,Belarus,2019,Female,Doctoral degree or equivalent,0.0013129521815141,Literate,0.5439349481419178,,
164,Belarus,2019,Female,High school or equivalent,0.1727404126322143,Literate,0.5439349481419178,,
165,Belarus,2019,Female,Master degree or equivalent,0.0035217815186484,Literate,0.5439349481419178,,
166,Belarus,2019,Female,Middle school or equivalent,0.0296442812019922,Literate,0.5439349481419178,,
167,Belarus,2019,Female,No education,0.0013524780608911,Literate,0.5439349481419178,,
168,Belarus,2019,Female,Primary education or less,0.012214138381387,Literate,0.5439349481419178,,
169,Belarus,2019,Male,Bachelor or equivalent,0.2364728131890159,Literate,0.4548242416501076,,
170,Belarus,2019,Male,Doctoral degree or equivalent,0.0013858440629626,Literate,0.4548242416501076,,
171,Belarus,2019,Male,High school or equivalent,0.1797885955774904,Literate,0.4548242416501076,,
172,Belarus,2019,Male,Master degree or equivalent,0.002808390728204,Literate,0.4548242416501076,,
173,Belarus,2019,Male,Middle school or equivalent,0.026061799225729,Literate,0.4548242416501076,,
174,Belarus,2019,Male,No education,0.0009069136024592,Literate,0.4548242416501076,,
175,Belarus,2019,Male,Primary education or less,0.0042750831808015,Literate,0.4548242416501076,,
176,Belgium,2001,Female,Bachelor or equivalent,0.1169280550365539,,,,
177,Belgium,2001,Female,High school or equivalent,0.1464355029961977,,,,
178,Belgium,2001,Female,Middle school or equivalent,0.1339281782768299,,,,
179,Belgium,2001,Female,Primary education or less,0.1178788029591214,,,,
180,Belgium,2001,Male,Bachelor or equivalent,0.110704681645354,,,,
181,Belgium,2001,Male,High school or equivalent,0.15006340490736,,,,
182,Belgium,2001,Male,Middle school or equivalent,0.1327313406275249,,,,
183,Belgium,2001,Male,Primary education or less,0.0913300335510578,,,,
184,Belgium,2011,Female,Bachelor or equivalent,0.1399043255810182,,,,
185,Belgium,2011,Female,High school or equivalent,0.1591789710371489,,,,
186,Belgium,2011,Female,Middle school or equivalent,0.1254582942131775,,,,
187,Belgium,2011,Female,No education,0.0176106951672354,,,,
188,Belgium,2011,Female,Primary education or less,0.0720684931357664,,,,
189,Belgium,2011,Male,Bachelor or equivalent,0.1196995088012938,,,,
190,Belgium,2011,Male,High school or equivalent,0.1658085139414978,,,,
191,Belgium,2011,Male,Middle school or equivalent,0.1288908647785975,,,,
192,Belgium,2011,Male,No education,0.0130574902024656,,,,
193,Belgium,2011,Male,Primary education or less,0.0583228431417985,,,,
194,Bermuda,2010,Female,Bachelor or equivalent,0.0730398899587345,,,,
195,Bermuda,2010,Female,High school or equivalent,0.2147730398899587,,,,
196,Bermuda,2010,Female,No education,0.1469050894085282,,,,
197,Bermuda,2010,Female,Primary education or less,0.0757634112792297,,,,
198,Bermuda,2010,Male,Bachelor or equivalent,0.0433837689133425,,,,
199,Bermuda,2010,Male,High school or equivalent,0.1972764786795048,,,,
200,Bermuda,2010,Male,No education,0.1781292984869326,,,,
201,Bermuda,2010,Male,Primary education or less,0.0707290233837689,,,,
202,Bolivia (Plurinational State of),2001,Female,Bachelor or equivalent,0.0587899757411045,Literate,0.4242883056342738,,
203,Bolivia (Plurinational State of),2001,Female,High school or equivalent,0.145601386290619,Literate,0.4242883056342738,,
204,Bolivia (Plurinational State of),2001,Female,Middle school or equivalent,0.0408345837765189,Literate,0.4242883056342738,,
205,Bolivia (Plurinational State of),2001,Female,No education,0.0864540843809577,Literate,0.4242883056342738,,
206,Bolivia (Plurinational State of),2001,Female,Primary education or less,0.1790245769375222,Literate,0.4242883056342738,,
207,Bolivia (Plurinational State of),2001,Male,Bachelor or equivalent,0.0708706159838879,Literate,0.4637778367410952,,
208,Bolivia (Plurinational State of),2001,Male,High school or equivalent,0.1747092831195824,Literate,0.4637778367410952,,
209,Bolivia (Plurinational State of),2001,Male,Middle school or equivalent,0.0514450480565007,Literate,0.4637778367410952,,
210,Bolivia (Plurinational State of),2001,Male,No education,0.0313627618515328,Literate,0.4637778367410952,,
211,Bolivia (Plurinational State of),2001,Male,Primary education or less,0.1609076838617733,Literate,0.4637778367410952,,
212,Bolivia (Plurinational State of),2012,Female,Bachelor or equivalent,0.0904968200861866,Literate,0.4698546017809743,,
213,Bolivia (Plurinational State of),2012,Female,High school or equivalent,0.2315663591703409,Literate,0.4698546017809743,,
214,Bolivia (Plurinational State of),2012,Female,No education,0.0487911515237588,Literate,0.4698546017809743,,
215,Bolivia (Plurinational State of),2012,Female,Primary education or less,0.1349852433454207,Literate,0.4698546017809743,,
216,Bolivia (Plurinational State of),2012,Male,Bachelor or equivalent,0.0965448770728713,Literate,0.4856249750139446,,
217,Bolivia (Plurinational State of),2012,Male,High school or equivalent,0.2620457905241679,Literate,0.4856249750139446,,
218,Bolivia (Plurinational State of),2012,Male,No education,0.0180868051622762,Literate,0.4856249750139446,,
219,Bolivia (Plurinational State of),2012,Male,Primary education or less,0.1174829531149774,Literate,0.4856249750139446,,
220,Brazil,2010,Female,Bachelor or equivalent,0.0991871865058728,Literate,0.4693165497843641,,
221,Brazil,2010,Female,High school or equivalent,0.2583631634947814,Literate,0.4693165497843641,,
222,Brazil,2010,Female,Middle school or equivalent,0.178147887461598,Literate,0.4693165497843641,,
223,Brazil,2010,Male,Bachelor or equivalent,0.0713733809328835,Literate,0.4405286332462447,,
224,Brazil,2010,Male,High school or equivalent,0.2225607623758617,Literate,0.4405286332462447,,
225,Brazil,2010,Male,Middle school or equivalent,0.1703676192290024,Literate,0.4405286332462447,,
226,Bulgaria,2001,Female,High school or equivalent,0.0657969855602729,Literate,0.5035206660835232,,
227,Bulgaria,2001,Female,Middle school or equivalent,0.1487618039475423,Literate,0.5035206660835232,,
228,Bulgaria,2001,Female,Primary education or less,0.302354213068166,Literate,0.5035206660835232,,
229,Bulgaria,2001,Male,High school or equivalent,0.0486814591350242,Literate,0.4782793416386368,,
230,Bulgaria,2001,Male,Middle school or equivalent,0.1592816020840614,Literate,0.4782793416386368,,
231,Bulgaria,2001,Male,Primary education or less,0.275123936204933,Literate,0.4782793416386368,,
232,Bulgaria,2011,Female,Bachelor or equivalent,0.1239181518846045,Literate,0.5053661844026128,,
233,Bulgaria,2011,Female,High school or equivalent,0.2225156816914784,Literate,0.5053661844026128,,
234,Bulgaria,2011,Female,Middle school or equivalent,0.1218284074400661,Literate,0.5053661844026128,,
235,Bulgaria,2011,Female,No education,0.0149212010458738,Literate,0.5053661844026128,,
236,Bulgaria,2011,Female,Primary education or less,0.0340009184107549,Literate,0.5053661844026128,,
237,Bulgaria,2011,Male,Bachelor or equivalent,0.0871613751620287,Literate,0.4780884159382791,,
238,Bulgaria,2011,Male,High school or equivalent,0.2455207129171311,Literate,0.4780884159382791,,
239,Bulgaria,2011,Male,Middle school or equivalent,0.1210951500462179,Literate,0.4780884159382791,,
240,Bulgaria,2011,Male,No education,0.0087895415114461,Literate,0.4780884159382791,,
241,Bulgaria,2011,Male,Primary education or less,0.0202488598903979,Literate,0.4780884159382791,,
242,Cambodia,1998,Female,Bachelor or equivalent,0.0009411171909979,Literate,0.3109728219270034,,
243,Cambodia,1998,Female,High school or equivalent,0.0108780732930384,Literate,0.3109728219270034,,
244,Cambodia,1998,Female,Middle school or equivalent,0.0432920754007392,Literate,0.3109728219270034,,
245,Cambodia,1998,Female,No education,0.0075419452098184,Literate,0.3109728219270034,,
246,Cambodia,1998,Female,Primary education or less,0.3948376846691462,Literate,0.3109728219270034,,
247,Cambodia,1998,Male,Bachelor or equivalent,0.0034468074812883,Literate,0.3629843603951279,,
248,Cambodia,1998,Male,High school or equivalent,0.0265794862924136,Literate,0.3629843603951279,,
249,Cambodia,1998,Male,Middle school or equivalent,0.0761280284507668,Literate,0.3629843603951279,,
250,Cambodia,1998,Male,No education,0.0085259649303769,Literate,0.3629843603951279,,
251,Cambodia,1998,Male,Primary education or less,0.4278288170814139,Literate,0.3629843603951279,,
252,Cambodia,2008,Female,Bachelor or equivalent,0.0033931199884267,Literate,0.3734143309756872,,
253,Cambodia,2008,Female,High school or equivalent,0.0092500683388106,Literate,0.3734143309756872,,
254,Cambodia,2008,Female,Middle school or equivalent,0.089300306442556,Literate,0.3734143309756872,,
255,Cambodia,2008,Female,No education,0.0150916204853173,Literate,0.3734143309756872,,
256,Cambodia,2008,Female,Primary education or less,0.3643873313062633,Literate,0.3734143309756872,,
257,Cambodia,2008,Male,Bachelor or equivalent,0.00818932799056,Literate,0.4024510962941946,,
258,Cambodia,2008,Male,High school or equivalent,0.0161129988406368,Literate,0.4024510962941946,,
259,Cambodia,2008,Male,Middle school or equivalent,0.1326535473579969,Literate,0.4024510962941946,,
260,Cambodia,2008,Male,No education,0.0107671754095317,Literate,0.4024510962941946,,
261,Cambodia,2008,Male,Primary education or less,0.3508545038399004,Literate,0.4024510962941946,,
262,Canada,2001,Female,High school or equivalent,0.1325269829838023,,,,
263,Canada,2001,Female,Middle school or equivalent,0.3302053738435076,,,,
264,Canada,2001,Female,Primary education or less,0.0504629541117523,,,,
265,Canada,2001,Male,High school or equivalent,0.1268633558968006,,,,
266,Canada,2001,Male,Middle school or equivalent,0.3129013464757354,,,,
267,Canada,2001,Male,Primary education or less,0.0470399866884016,,,,
268,Canada,2006,Female,Bachelor or equivalent,0.217105175999894,,,,
269,Canada,2006,Female,High school or equivalent,0.1764283114780032,,,,
270,Canada,2006,Female,Primary education or less,0.1205454519950343,,,,
271,Canada,2006,Male,Bachelor or equivalent,0.1813893038635111,,,,
272,Canada,2006,Male,High school or equivalent,0.1874572848892349,,,,
273,Canada,2006,Male,Primary education or less,0.1170744717743223,,,,
274,Canada,2011,Female,Bachelor or equivalent,0.2397848531448829,,,,
275,Canada,2011,Female,High school or equivalent,0.171875,,,,
276,Canada,2011,Female,Middle school or equivalent,0.1006077876646397,,,,
277,Canada,2011,Male,Bachelor or equivalent,0.1950909260324466,,,,
278,Canada,2011,Male,High school or equivalent,0.1920204390979738,,,,
279,Canada,2011,Male,Middle school or equivalent,0.1006209940600568,,,,
280,Canada,2016,Female,Bachelor or equivalent,0.2547769499823953,,,Single (never married),0.4885552833931615
281,Canada,2016,Female,Bachelor or equivalent,0.2547769499823953,,,Single (never married),0.4854448639960258
282,Canada,2016,Female,Bachelor or equivalent,0.2547769499823953,,,Married,0.5647739647040095
283,Canada,2016,Female,Bachelor or equivalent,0.2547769499823953,,,Married,0.5435486581091478
284,Canada,2016,Female,Bachelor or equivalent,0.2547769499823953,,,Widowed and not remarried,0.1315477481945262
285,Canada,2016,Female,Bachelor or equivalent,0.2547769499823953,,,Widowed and not remarried,0.1162291542003798
286,Canada,2016,Female,Bachelor or equivalent,0.2547769499823953,,,Divorced and not remarried,0.7415873044985396
287,Canada,2016,Female,Bachelor or equivalent,0.2547769499823953,,,Divorced and not remarried,0.7401273640510482
288,Canada,2016,Female,Bachelor or equivalent,0.2547769499823953,,,Married but separated,0.7287430061582536
289,Canada,2016,Female,Bachelor or equivalent,0.2547769499823953,,,Married but separated,0.6479102898468693
290,Canada,2016,Female,High school or equivalent,0.1670010995699998,,,Single (never married),0.4885552833931615
291,Canada,2016,Female,High school or equivalent,0.1670010995699998,,,Single (never married),0.4854448639960258
292,Canada,2016,Female,High school or equivalent,0.1670010995699998,,,Married,0.5647739647040095
293,Canada,2016,Female,High school or equivalent,0.1670010995699998,,,Married,0.5435486581091478
294,Canada,2016,Female,High school or equivalent,0.1670010995699998,,,Widowed and not remarried,0.1315477481945262
295,Canada,2016,Female,High school or equivalent,0.1670010995699998,,,Widowed and not remarried,0.1162291542003798
296,Canada,2016,Female,High school or equivalent,0.1670010995699998,,,Divorced and not remarried,0.7415873044985396
297,Canada,2016,Female,High school or equivalent,0.1670010995699998,,,Divorced and not remarried,0.7401273640510482
298,Canada,2016,Female,High school or equivalent,0.1670010995699998,,,Married but separated,0.7287430061582536
299,Canada,2016,Female,High school or equivalent,0.1670010995699998,,,Married but separated,0.6479102898468693
300,Canada,2016,Female,Middle school or equivalent,0.089780527643476,,,Single (never married),0.4885552833931615
301,Canada,2016,Female,Middle school or equivalent,0.089780527643476,,,Single (never married),0.4854448639960258
302,Canada,2016,Female,Middle school or equivalent,0.089780527643476,,,Married,0.5647739647040095
303,Canada,2016,Female,Middle school or equivalent,0.089780527643476,,,Married,0.5435486581091478
304,Canada,2016,Female,Middle school or equivalent,0.089780527643476,,,Widowed and not remarried,0.1315477481945262
305,Canada,2016,Female,Middle school or equivalent,0.089780527643476,,,Widowed and not remarried,0.1162291542003798
306,Canada,2016,Female,Middle school or equivalent,0.089780527643476,,,Divorced and not remarried,0.7415873044985396
307,Canada,2016,Female,Middle school or equivalent,0.089780527643476,,,Divorced and not remarried,0.7401273640510482
308,Canada,2016,Female,Middle school or equivalent,0.089780527643476,,,Married but separated,0.7287430061582536
309,Canada,2016,Female,Middle school or equivalent,0.089780527643476,,,Married but separated,0.6479102898468693
310,Canada,2016,Male,Bachelor or equivalent,0.2000206682152699,,,Single (never married),0.4875731863991787
311,Canada,2016,Male,Bachelor or equivalent,0.2000206682152699,,,Single (never married),0.4747343778515155
312,Canada,2016,Male,Bachelor or equivalent,0.2000206682152699,,,Married,0.6519694956199816
313,Canada,2016,Male,Bachelor or equivalent,0.2000206682152699,,,Married,0.616157952269356
314,Canada,2016,Male,Bachelor or equivalent,0.2000206682152699,,,Widowed and not remarried,0.2008518038198538
315,Canada,2016,Male,Bachelor or equivalent,0.2000206682152699,,,Widowed and not remarried,0.1824180530831314
316,Canada,2016,Male,Bachelor or equivalent,0.2000206682152699,,,Divorced and not remarried,0.8590143824901625
317,Canada,2016,Male,Bachelor or equivalent,0.2000206682152699,,,Divorced and not remarried,0.7719351482573261
318,Canada,2016,Male,Bachelor or equivalent,0.2000206682152699,,,Married but separated,0.780784123910939
319,Canada,2016,Male,Bachelor or equivalent,0.2000206682152699,,,Married but separated,0.6488301937386874
320,Canada,2016,Male,High school or equivalent,0.1952743103336014,,,Single (never married),0.4875731863991787
321,Canada,2016,Male,High school or equivalent,0.1952743103336014,,,Single (never married),0.4747343778515155
322,Canada,2016,Male,High school or equivalent,0.1952743103336014,,,Married,0.6519694956199816
323,Canada,2016,Male,High school or equivalent,0.1952743103336014,,,Married,0.616157952269356
