"ref_area.label","indicator.label","source.label","sex.label","time","obs_value","obs_status.label"
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2010",99.766,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2010",18.363,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2009",60.621,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2009",99.65,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2009",18.311,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2008",60.457,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2008",99.451,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2008",18.373,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2007",60.239,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2007",99.097,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2007",18.384,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2006",60.061,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2006",98.785,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2006",18.402,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2005",59.99,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2005",98.678,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2005",18.566,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2004",59.92,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2004",98.877,
"Afghanistan","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2004",18.429,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2022",93.48,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2022",96.962,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2022",88.813,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2021",92.971,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2021",96.563,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2021",88.167,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2020",92.829,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2020",96.679,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2020",87.688,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2019",93.342,"Real value"
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2019",97.2,"Real value"
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2019",88.2,"Real value"
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2018",93.272,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2018",97.172,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2018",88.107,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2017",93.253,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2017",97.186,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2017",88.073,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2016",93.268,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2016",97.225,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2016",88.09,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2015",93.342,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2015",97.317,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2015",88.17,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2014",93.412,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2014",97.413,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2014",88.234,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2013",93.495,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2013",97.509,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2013",88.328,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2012",93.599,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2012",97.614,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2012",88.454,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2011",93.7,"Real value"
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2011",97.7,"Real value"
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2011",88.6,"Real value"
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2010",93.958,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2010",98.044,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2010",88.754,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2009",93.989,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2009",98.151,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2009",88.69,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2008",94.027,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2008",98.259,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2008",88.643,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2007",93.995,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2007",98.282,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2007",88.544,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2006",93.928,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2006",98.258,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2006",88.426,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2005",93.854,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2005",98.216,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2005",88.318,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2004",93.64,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2004",98.11,
"Angola","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2004",87.97,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2022",81.848,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2022",92.491,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2022",68.883,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2021",81.126,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2021",91.727,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2021",68.167,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2020",78.953,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2020",89.728,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2020",65.727,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2019",83.364,"Real value"
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2019",94.2,"Real value"
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2019",70,"Real value"
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2018",82.311,"Real value"
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2018",94.3,"Real value"
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2018",67.7,"Real value"
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2017",82.625,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2017",95.817,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2017",66.483,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2016",81.717,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2016",93.583,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2016",67.139,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2015",79.359,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2015",91.905,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2015",63.901,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2014",76.635,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2014",90.999,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2014",58.899,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2013",75.039,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2013",88.928,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2013",57.861,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2012",77.997,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2012",90.479,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2012",62.545,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2011",80.699,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2011",92.483,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2011",66.12,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2010",79.454,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2010",93.12,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2010",62.599,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2009",78.277,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2009",93.276,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2009",59.945,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2008",76.117,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2008",89.303,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2008",60.309,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2007",76.295,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2007",90.379,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2007",59.953,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2006",76.255,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2006",91.29,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2006",59.55,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2005",76.057,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2005",92.045,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2005",59.091,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2004",75.795,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2004",92.664,
"Albania","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2004",58.595,
"United Arab Emirates","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2022",83.878,
"United Arab Emirates","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2022",97.492,
"United Arab Emirates","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2022",34.99,
"United Arab Emirates","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2021",84.039,
"United Arab Emirates","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Male","2021",98.171,
"United Arab Emirates","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Female","2021",33.514,
"United Arab Emirates","Prime-age labour force participation rate of couple households with children under age 6, by sex -- ILO modelled estimates, Nov. 2022","ILO - Modelled Estimates","Sex: Total","2020",86.128,
